X.1,SIndex,FullId,Station,Time,X,Y,Z,HPE,HPEm,RMSE,SensorValu,SensorUnit,nBasic,RxDetected,nRxDetecte,RxUsed,nRxUsed,Longitude,Latitude,DateTime,DateTimeLo,habitat
8,44285,A69-1604-28093,NA,2024/06/22 03:02:55.681,5011.350000000000364,5138.449999999999818,-1,2.273600000000000,NA,0.153900000000000,NA,NA,15,488550 486914 486912 487450 484753 486916 486918,7,488550 486914 486912 487450 484753 486916,6,-88.295832000000004,30.387565500000001,2024/06/22 03:02:55.681,2024/06/21 22:02:55.681,SAV
43,44988,A69-1604-28093,NA,2024/06/22 05:23:26.613,5026.439999999999600,5147.260000000000218,-1,4.762400000000000,NA,0.196100000000000,NA,NA,9,486914 488550 486912 487450 484753 486916 486918 486919 486917,9,486914 488550 486912 487450 484753 486916,6,-88.295674899999995,30.387644999999999,2024/06/22 05:23:26.613,2024/06/22 00:23:26.613,SAV
44,45014,A69-1604-28093,NA,2024/06/22 05:28:43.301,5030.319999999999709,5150.880000000000109,-1,6.575500000000000,NA,0.128900000000000,NA,NA,9,486914 488550 484753 486912 487450 486916 486915 486919 486909,9,486914 488550 484753 486912 487450 486916,6,-88.295634500000006,30.387677600000000,2024/06/22 05:28:43.301,2024/06/22 00:28:43.301,SAV
45,45029,A69-1604-28093,NA,2024/06/22 05:31:19.638,5029.800000000000182,5152.130000000000109,-1,9.168799999999999,NA,0.182900000000000,NA,NA,3,486914 488550 484753 487450 486919,5,486914 488550 484753 487450 486919,5,-88.295640000000006,30.387689000000002,2024/06/22 05:31:19.638,2024/06/22 00:31:19.638,SAV
46,45043,A69-1604-28093,NA,2024/06/22 05:33:28.841,5026.560000000000400,5151.430000000000291,-1,7.564400000000000,NA,0.175900000000000,NA,NA,6,488550 486914 486912 484753 487450 486916 486915 486919 486909 486917,10,488550 486914 486912 484753 487450 486916,6,-88.295673600000001,30.387682600000002,2024/06/22 05:33:28.841,2024/06/22 00:33:28.841,SAV
47,54322,A69-1604-28093,NA,2024/06/23 19:30:39.521,5020.170000000000073,5155.159999999999854,-1,9.370300000000000,NA,0.217400000000000,NA,NA,4,488550 486914 487450 484753 486916 486919,6,488550 486914 487450 484753 486916 486919,6,-88.295740199999997,30.387716200000000,2024/06/23 19:30:39.521,2024/06/23 14:30:39.521,SAV
49,54538,A69-1604-28093,NA,2024/06/23 20:23:16.356,4982.479999999999563,5133.220000000000255,-1,12.394299999999999,NA,0.000000000000000,NA,NA,1,486912 488550 486914,3,486912 488550 486914,3,-88.296132299999996,30.387518400000001,2024/06/23 20:23:16.356,2024/06/23 15:23:16.356,SAV
51,54777,A69-1604-28093,NA,2024/06/23 21:25:29.927,4991.500000000000000,5137.649999999999636,-1,3.447300000000000,NA,0.237300000000000,NA,NA,14,488550 486912 486914 487450 484753 486916,6,488550 486912 486914 487450 484753 486916,6,-88.296038499999995,30.387558299999998,2024/06/23 21:25:29.927,2024/06/23 16:25:29.927,SAV
53,54862,A69-1604-28093,NA,2024/06/23 21:48:23.826,5000.989999999999782,5135.029999999999745,-1,4.172300000000000,NA,0.086800000000000,NA,NA,12,488550 486914 487450 484753 486916 486909,6,488550 486914 487450 484753 486916 486909,6,-88.295939700000005,30.387534700000000,2024/06/23 21:48:23.826,2024/06/23 16:48:23.826,SAV
54,54867,A69-1604-28093,NA,2024/06/23 21:50:45.199,5019.970000000000255,5132.710000000000036,-1,3.734700000000000,NA,0.298900000000000,NA,NA,6,486914 488550 487450 484753 486916 486919 486909,7,486914 488550 487450 484753 486916 486919,6,-88.295742200000007,30.387513700000000,2024/06/23 21:50:45.199,2024/06/23 16:50:45.199,SAV
55,54875,A69-1604-28093,NA,2024/06/23 21:53:24.332,5003.539999999999964,5135.829999999999927,-1,7.715100000000000,NA,0.000000000000000,NA,NA,1,488550 486914 487450,3,488550 486914 487450,3,-88.295913200000001,30.387541899999999,2024/06/23 21:53:24.332,2024/06/23 16:53:24.332,SAV
56,54894,A69-1604-28093,NA,2024/06/23 21:58:04.535,4986.050000000000182,5122.340000000000146,-1,8.099000000000000,NA,0.000000000000000,NA,NA,1,486912 488550 486914,3,486912 488550 486914,3,-88.296095199999996,30.387420299999999,2024/06/23 21:58:04.535,2024/06/23 16:58:04.535,SAV
98,57713,A69-1604-28093,NA,2024/06/24 10:01:13.633,4938.930000000000291,5104.420000000000073,-1,8.399300000000000,NA,0.146500000000000,NA,NA,10,486912 486915 487450 488550 486918 486917 486914 484753 486909,9,486912 486915 487450 488550 486918 486917,6,-88.296585399999998,30.387258599999999,2024/06/24 10:01:13.633,2024/06/24 05:01:13.633,SAV
99,57728,A69-1604-28093,NA,2024/06/24 10:03:44.815,4947.500000000000000,5115.649999999999636,-1,8.777100000000004,NA,0.251600000000000,NA,NA,9,486912 486915 488550 487450 486914 486918 486917 486909,8,486912 486915 488550 487450 486914 486918,6,-88.296496200000007,30.387359900000000,2024/06/24 10:03:44.815,2024/06/24 05:03:44.815,SAV
100,57741,A69-1604-28093,NA,2024/06/24 10:06:43.618,4954.289999999999964,5118.520000000000437,-1,7.470700000000000,NA,0.129500000000000,NA,NA,9,486912 486915 488550 487450 486914 486918 484753 486916 486909,9,486912 486915 488550 487450 486914 486918,6,-88.296425600000006,30.387385800000001,2024/06/24 10:06:43.618,2024/06/24 05:06:43.618,SAV
101,57751,A69-1604-28093,NA,2024/06/24 10:09:37.492,4982.310000000000400,5133.479999999999563,-1,3.706000000000000,NA,0.213000000000000,NA,NA,14,486912 488550 487450 486914 486915 484753 486918 486916 486917 486909 486919,11,486912 488550 487450 486914 486915 484753,6,-88.296133999999995,30.387520800000001,2024/06/24 10:09:37.492,2024/06/24 05:09:37.492,SAV
121,61857,A69-1604-28093,NA,2024/06/25 03:51:43.109,4968.039999999999964,5102.479999999999563,-1,4.654000000000000,NA,0.208000000000000,NA,NA,6,486912 486915 487450 484753 486909,5,486912 486915 487450 484753 486909,5,-88.296282599999998,30.387241100000001,2024/06/25 03:51:43.109,2024/06/24 22:51:43.109,SAV
178,63100,A69-1604-28093,NA,2024/06/25 08:16:21.183,5015.149999999999636,5130.220000000000255,-1,2.092900000000000,NA,0.084300000000000,NA,NA,15,488550 486914 486912 487450 484753 486916 486915 486918,8,488550 486914 486912 487450 484753 486916,6,-88.295792399999996,30.387491300000001,2024/06/25 08:16:21.183,2024/06/25 03:16:21.183,SAV
179,63110,A69-1604-28093,NA,2024/06/25 08:18:36.236,5015.140000000000327,5130.340000000000146,-1,2.098700000000000,NA,0.139200000000000,NA,NA,15,488550 486914 486912 487450 484753 486916 486918 486919 486909,9,488550 486914 486912 487450 484753 486916,6,-88.295792500000005,30.387492399999999,2024/06/25 08:18:36.236,2024/06/25 03:18:36.236,SAV
181,63156,A69-1604-28093,NA,2024/06/25 08:26:27.429,4962.189999999999600,5125.350000000000364,-1,6.554200000000000,NA,0.100500000000000,NA,NA,8,486912 488550 486915 487450 486914 484753 486918 486916 486909,9,488550 486915 487450 486914 484753,5,-88.296343399999998,30.387447300000002,2024/06/25 08:26:27.429,2024/06/25 03:26:27.429,SAV
182,63167,A69-1604-28093,NA,2024/06/25 08:28:34.313,4943.500000000000000,5113.579999999999927,-1,14.589000000000000,NA,0.132200000000000,NA,NA,7,486912 486915 487450 486918 486914 486916 486909,7,486912 486915 487450 486918 486914 486916,6,-88.296537799999996,30.387341200000002,2024/06/25 08:28:34.313,2024/06/25 03:28:34.313,SAV
183,63201,A69-1604-28093,NA,2024/06/25 08:35:29.324,4937.930000000000291,5090.500000000000000,-1,14.272900000000000,NA,0.561200000000000,NA,NA,4,487450 486918 486917 486914 486909,5,487450 486918 486917 486914 486909,5,-88.296595800000006,30.387132999999999,2024/06/25 08:35:29.324,2024/06/25 03:35:29.324,SAV
184,63214,A69-1604-28093,NA,2024/06/25 08:38:23.464,4932.850000000000364,5093.430000000000291,-1,8.448900000000000,NA,0.130600000000000,NA,NA,8,486915 486912 487450 488550 486918 486917 486914 486909 486916,9,486915 486912 487450 488550 486918 486917,6,-88.296648599999997,30.387159400000002,2024/06/25 08:38:23.464,2024/06/25 03:38:23.464,SAV
185,63244,A69-1604-28093,NA,2024/06/25 08:43:34.041,4925.100000000000364,5084.920000000000073,-1,9.615000000000000,NA,0.131500000000000,NA,NA,8,486915 486912 487450 486917 486918 488550 486909 486919,8,486915 486912 487450 486917 486918 488550,6,-88.296729299999996,30.387082700000001,2024/06/25 08:43:34.041,2024/06/25 03:43:34.041,SAV
201,63667,A69-1604-28093,NA,2024/06/25 10:06:18.571,4910.439999999999600,5080.289999999999964,-1,13.004000000000000,NA,0.062700000000000,NA,NA,7,486915 486912 486917 487450 486918 488550 486909 486914 486916 486919,10,486915 486912 486917 487450 486918 488550,6,-88.296881900000002,30.387040899999999,2024/06/25 10:06:18.571,2024/06/25 05:06:18.571,SAV
215,64060,A69-1604-28093,NA,2024/06/25 11:38:47.657,4976.329999999999927,5140.079999999999927,-1,5.997700000000000,NA,0.096100000000000,NA,NA,13,486912 488550 487450 486914 486915 484753 486918 486916 486909 486919,10,486912 488550 487450 486914 486915 484753,6,-88.296196300000005,30.387580300000000,2024/06/25 11:38:47.657,2024/06/25 06:38:47.657,SAV
216,64072,A69-1604-28093,NA,2024/06/25 11:41:45.275,4978.539999999999964,5138.289999999999964,-1,5.065000000000000,NA,0.253700000000000,NA,NA,14,486912 488550 487450 486914 486915 484753 486918 486916 486917 486909 486919,11,486912 488550 487450 486914 486915 484753,6,-88.296173199999998,30.387564099999999,2024/06/25 11:41:45.275,2024/06/25 06:41:45.275,SAV
218,64110,A69-1604-28093,NA,2024/06/25 11:49:33.212,4981.350000000000364,5144.409999999999854,-1,7.072900000000000,NA,0.424500000000000,NA,NA,9,488550 486912 486914 487450 486915 484753 486916 486918 486909 486917,10,488550 486912 486914 487450 486915 484753,6,-88.296143999999998,30.387619300000001,2024/06/25 11:49:33.212,2024/06/25 06:49:33.212,SAV
219,64120,A69-1604-28093,NA,2024/06/25 11:52:01.837,4993.010000000000218,5143.680000000000291,-1,5.425400000000000,NA,0.434700000000000,NA,NA,10,488550 486912 486914 487450 484753 486915 486916 486919,8,488550 486912 486914 487450 484753 486915,6,-88.296022699999995,30.387612699999998,2024/06/25 11:52:01.837,2024/06/25 06:52:01.837,SAV
220,64134,A69-1604-28093,NA,2024/06/25 11:54:55.246,4986.079999999999927,5139.449999999999818,-1,4.136700000000001,NA,0.328500000000000,NA,NA,13,488550 486912 486914 487450 486915 484753 486916 486909 486917,9,488550 486912 486914 487450 486915 484753,6,-88.296094800000006,30.387574499999999,2024/06/25 11:54:55.246,2024/06/25 06:54:55.246,SAV
221,64150,A69-1604-28093,NA,2024/06/25 11:57:38.623,4992.029999999999745,5143.810000000000400,-1,4.613900000000000,NA,0.133100000000000,NA,NA,11,488550 486912 486914 487450 484753 486915 486916 486918 486919 486909,10,488550 486912 486914 487450 484753 486915,6,-88.296032900000000,30.387613900000002,2024/06/25 11:57:38.623,2024/06/25 06:57:38.623,SAV
223,64172,A69-1604-28093,NA,2024/06/25 12:02:43.833,4979.449999999999818,5136.569999999999709,-1,4.605600000000000,NA,0.337700000000000,NA,NA,6,486912 488550 487450 486915 486917 486919,6,486912 488550 487450 486915 486917 486919,6,-88.296163800000002,30.387548599999999,2024/06/25 12:02:43.833,2024/06/25 07:02:43.833,SAV
224,64196,A69-1604-28093,NA,2024/06/25 12:07:42.246,4975.050000000000182,5125.399999999999636,-1,4.645200000000000,NA,0.139500000000000,NA,NA,12,486912 488550 487450 486915 486914 484753 486918 486916 486909 486919,10,486912 488550 487450 486915 486914 484753,6,-88.296209599999997,30.387447900000002,2024/06/25 12:07:42.246,2024/06/25 07:07:42.246,SAV
244,67400,A69-1604-28093,NA,2024/06/26 02:05:25.643,4950.060000000000400,5115.949999999999818,-1,13.225199999999999,NA,0.283300000000000,NA,NA,7,486912 486915 487450 486914 486918 484753 486916,7,486912 486915 487450 486914 486918 484753,6,-88.296469599999995,30.387362599999999,2024/06/26 02:05:25.643,2024/06/25 21:05:25.643,SAV
245,67426,A69-1604-28093,NA,2024/06/26 02:10:30.817,4983.890000000000327,5140.109999999999673,-1,5.360800000000000,NA,0.248100000000000,NA,NA,13,488550 486912 486914 487450 484753 486919,6,488550 486912 486914 487450 484753 486919,6,-88.296117600000002,30.387580600000000,2024/06/26 02:10:30.817,2024/06/25 21:10:30.817,SAV
246,67437,A69-1604-28093,NA,2024/06/26 02:12:51.463,4982.170000000000073,5143.909999999999854,-1,7.148900000000000,NA,0.161100000000000,NA,NA,9,488550 486912 486914 487450 484753 486916,6,488550 486912 486914 487450 484753 486916,6,-88.296135500000005,30.387614800000001,2024/06/26 02:12:51.463,2024/06/25 21:12:51.463,SAV
253,70365,A69-1604-28093,NA,2024/06/26 13:16:26.800,4961.039999999999964,5103.859999999999673,-1,4.773900000000000,NA,0.164700000000000,NA,NA,10,486912 486915 487450 488550 486918 486914 484753 486917 486916 486909 486919,11,486912 486915 487450 488550 486918 486914,6,-88.296355300000002,30.387253500000000,2024/06/26 13:16:26.800,2024/06/26 08:16:26.800,SAV
254,70377,A69-1604-28093,NA,2024/06/26 13:19:29.328,4949.449999999999818,5099.649999999999636,-1,10.440799999999999,NA,0.511400000000000,NA,NA,6,486912 486915 487450 486918 486914,5,486912 486915 487450 486918 486914,5,-88.296475999999998,30.387215600000001,2024/06/26 13:19:29.328,2024/06/26 08:19:29.328,SAV
255,70425,A69-1604-28093,NA,2024/06/26 13:31:11.507,4990.229999999999563,5138.930000000000291,-1,3.133200000000000,NA,0.264400000000000,NA,NA,10,488550 486912 487450 484753 486915 486916,6,488550 486912 487450 484753 486915 486916,6,-88.296051599999998,30.387569899999999,2024/06/26 13:31:11.507,2024/06/26 08:31:11.507,SAV
256,70445,A69-1604-28093,NA,2024/06/26 13:36:35.863,4963.710000000000036,5115.289999999999964,-1,5.409600000000000,NA,0.158900000000000,NA,NA,8,486912 488550 486915 487450 486914 484753 486909,7,488550 486915 487450 486914 484753,5,-88.296327599999998,30.387356600000000,2024/06/26 13:36:35.863,2024/06/26 08:36:35.863,SAV
257,70527,A69-1604-28093,NA,2024/06/26 13:55:51.656,4952.130000000000109,5093.229999999999563,-1,4.642500000000000,NA,0.160400000000000,NA,NA,10,486912 486915 487450 488550 486918 486917 486909,7,486912 486915 487450 488550 486918 486917,6,-88.296448100000006,30.387157699999999,2024/06/26 13:55:51.656,2024/06/26 08:55:51.656,SAV
258,70551,A69-1604-28093,NA,2024/06/26 14:00:38.395,4943.119999999999891,5091.689999999999600,-1,9.248500000000000,NA,0.396800000000000,NA,NA,8,486915 486912 487450 488550 486918 486914 486909 486916 486919,9,486915 486912 487450 488550 486918 486914,6,-88.296541800000000,30.387143800000000,2024/06/26 14:00:38.395,2024/06/26 09:00:38.395,SAV
259,70559,A69-1604-28093,NA,2024/06/26 14:02:54.607,4944.060000000000400,5092.140000000000327,-1,10.507700000000000,NA,0.050700000000000,NA,NA,4,486915 486912 487450 488550 486918,5,486915 486912 487450 488550 486918,5,-88.296531999999999,30.387147800000001,2024/06/26 14:02:54.607,2024/06/26 09:02:54.607,SAV
260,70570,A69-1604-28093,NA,2024/06/26 14:05:23.453,4956.439999999999600,5104.069999999999709,-1,5.589100000000000,NA,0.488400000000000,NA,NA,10,486912 486915 487450 488550 486918 486914 486917 486909,8,486912 486915 487450 488550 486918 486914,6,-88.296403200000000,30.387255400000001,2024/06/26 14:05:23.453,2024/06/26 09:05:23.453,SAV
261,70586,A69-1604-28093,NA,2024/06/26 14:08:17.374,4968.090000000000146,5116.409999999999854,-1,8.408099999999999,NA,0.149300000000000,NA,NA,6,486912 487450 486915 486914 484753 486918 486916 486917 486909 486919,10,487450 486915 486914 484753 486918,5,-88.296282099999999,30.387366700000001,2024/06/26 14:08:17.374,2024/06/26 09:08:17.374,SAV
262,70597,A69-1604-28093,NA,2024/06/26 14:11:01.424,4973.880000000000109,5120.939999999999600,-1,4.538200000000000,NA,0.298600000000000,NA,NA,9,486912 488550 487450 486915 486914 484753 486918 486909,8,486912 488550 487450 486915 486914 484753,6,-88.296221799999998,30.387407600000000,2024/06/26 14:11:01.424,2024/06/26 09:11:01.424,SAV
263,70605,A69-1604-28093,NA,2024/06/26 14:13:26.054,4968.039999999999964,5119.659999999999854,-1,5.175500000000000,NA,0.114900000000000,NA,NA,8,486912 488550 487450 486915 486914 484753 486918,7,488550 487450 486915 486914 484753,5,-88.296282500000004,30.387395999999999,2024/06/26 14:13:26.054,2024/06/26 09:13:26.054,SAV
264,70616,A69-1604-28093,NA,2024/06/26 14:16:11.786,4963.159999999999854,5123.609999999999673,-1,6.211200000000000,NA,0.182400000000000,NA,NA,8,486912 488550 486915 487450 486914 484753 486918 486916 486909 486919,10,488550 486915 487450 486914 484753,5,-88.296333300000001,30.387431700000000,2024/06/26 14:16:11.786,2024/06/26 09:16:11.786,SAV
268,70692,A69-1604-28093,NA,2024/06/26 14:41:44.588,4984.720000000000255,5113.659999999999854,-1,2.337000000000000,NA,0.114200000000000,NA,NA,14,486912 487450 488550 486915 486914 484753 486918 486916 486917 486909 486919,11,486912 487450 488550 486915 486914 484753,6,-88.296108899999993,30.387341899999999,2024/06/26 14:41:44.588,2024/06/26 09:41:44.588,SAV
269,70698,A69-1604-28093,NA,2024/06/26 14:44:08.768,5024.590000000000146,5151.359999999999673,-1,7.336000000000000,NA,0.352100000000000,NA,NA,6,488550 486914 486912 487450 484753 486916 486919 486909,8,488550 486914 486912 487450 484753 486916,6,-88.295694200000000,30.387682000000002,2024/06/26 14:44:08.768,2024/06/26 09:44:08.768,SAV
270,72620,A69-1604-28093,NA,2024/06/27 01:30:13.509,4958.069999999999709,5120.609999999999673,-1,11.090700000000000,NA,0.018800000000000,NA,NA,1,486912 488550 486915 487450,4,488550 486915 487450,3,-88.296386299999995,30.387404600000000,2024/06/27 01:30:13.509,2024/06/26 20:30:13.509,SAV
273,76044,A69-1604-28093,NA,2024/06/27 16:30:45.617,4926.960000000000036,5085.689999999999600,-1,12.970200000000000,NA,0.560500000000000,NA,NA,8,486915 486912 487450 486917 486918 486909,6,486915 486912 487450 486917 486918 486909,6,-88.296710000000004,30.387089599999999,2024/06/27 16:30:45.617,2024/06/27 11:30:45.617,SAV
274,76054,A69-1604-28093,NA,2024/06/27 16:33:37.619,4953.550000000000182,5100.090000000000146,-1,8.003500000000004,NA,0.191200000000000,NA,NA,7,486912 486915 487450 486916 486909,5,486912 486915 487450 486916 486909,5,-88.296433300000004,30.387219500000000,2024/06/27 16:33:37.619,2024/06/27 11:33:37.619,SAV
275,76065,A69-1604-28093,NA,2024/06/27 16:36:18.171,4952.859999999999673,5101.220000000000255,-1,10.390000000000001,NA,0.512200000000000,NA,NA,8,486912 486915 487450 486918 484753 486916 486909,7,486912 486915 487450 486918 484753 486916,6,-88.296440500000003,30.387229699999999,2024/06/27 16:36:18.171,2024/06/27 11:36:18.171,SAV
278,76111,A69-1604-28093,NA,2024/06/27 16:46:57.183,4988.470000000000255,5135.350000000000364,-1,6.307500000000000,NA,0.197900000000000,NA,NA,10,486912 487450 486914 486915 484753 486916 486919,7,486912 487450 486914 486915 484753 486916,6,-88.296069900000006,30.387537600000002,2024/06/27 16:46:57.183,2024/06/27 11:46:57.183,SAV
285,77752,A69-1604-28093,NA,2024/06/28 01:19:50.210,4977.170000000000073,5141.560000000000400,-1,9.596600000000000,NA,0.106100000000000,NA,NA,10,486912 488550 487450 486914 484753 486918,6,486912 488550 487450 486914 484753 486918,6,-88.296187599999996,30.387593599999999,2024/06/28 01:19:50.210,2024/06/27 20:19:50.210,SAV
288,77976,A69-1604-28093,NA,2024/06/28 02:09:31.050,4963.619999999999891,5124.090000000000146,-1,12.430600000000000,NA,0.292900000000000,NA,NA,2,486915 487450 486914 486916,4,486915 487450 486914 486916,4,-88.296328599999995,30.387436000000001,2024/06/28 02:09:31.050,2024/06/27 21:09:31.050,SAV
289,78002,A69-1604-28093,NA,2024/06/28 02:15:15.603,4975.520000000000437,5131.220000000000255,-1,11.319900000000001,NA,0.201900000000000,NA,NA,6,486912 487450 486914 486915 484753,5,486912 487450 486914 486915 484753,5,-88.296204700000004,30.387500299999999,2024/06/28 02:15:15.603,2024/06/27 21:15:15.603,SAV
290,78009,A69-1604-28093,NA,2024/06/28 02:17:48.925,4963.899999999999636,5122.270000000000437,-1,10.129899999999999,NA,0.070700000000000,NA,NA,6,486912 486915 487450 486914 484753 486918 486916 486909,8,486915 487450 486914 484753 486918,5,-88.296325600000003,30.387419600000001,2024/06/28 02:17:48.925,2024/06/27 21:17:48.925,SAV
293,78654,A69-1604-28093,NA,2024/06/28 05:22:07.449,4979.439999999999600,5140.250000000000000,-1,13.012700000000001,NA,0.106900000000000,NA,NA,3,488550 486912 487450 486914,4,488550 486912 487450 486914,4,-88.296164000000005,30.387581800000000,2024/06/28 05:22:07.449,2024/06/28 00:22:07.449,SAV
324,80139,A69-1604-28093,NA,2024/06/28 11:16:03.422,4971.590000000000146,5133.489999999999782,-1,6.089100000000000,NA,0.044000000000000,NA,NA,11,486912 488550 487450 486914 486915 484753 486918 486916 486917 486909 486919,11,486912 488550 487450 486914 486915 484753,6,-88.296245600000006,30.387520800000001,2024/06/28 11:16:03.422,2024/06/28 06:16:03.422,SAV
327,84247,A69-1604-28093,NA,2024/06/29 10:34:00.889,4973.180000000000291,5143.560000000000400,-1,8.022200000000000,NA,0.520600000000000,NA,NA,10,486912 488550 487450 486914 486915 484753,6,486912 488550 487450 486914 486915 484753,6,-88.296229100000005,30.387611600000000,2024/06/29 10:34:00.889,2024/06/29 05:34:00.889,SAV
328,84265,A69-1604-28093,NA,2024/06/29 10:38:22.826,4964.079999999999927,5120.770000000000437,-1,12.486100000000000,NA,0.473600000000000,NA,NA,2,486912 486915 486914 486918 486909,5,486915 486914 486918 486909,4,-88.296323799999996,30.387406100000000,2024/06/29 10:38:22.826,2024/06/29 05:38:22.826,SAV
329,84274,A69-1604-28093,NA,2024/06/29 10:40:45.842,4959.979999999999563,5121.859999999999673,-1,8.370799999999999,NA,0.240200000000000,NA,NA,4,486912 488550 486915 487450 486914,5,488550 486915 487450 486914,4,-88.296366399999997,30.387415900000001,2024/06/29 10:40:45.842,2024/06/29 05:40:45.842,SAV
330,84291,A69-1604-28093,NA,2024/06/29 10:43:28.041,4983.890000000000327,5150.510000000000218,-1,11.674099999999999,NA,0.154000000000000,NA,NA,8,488550 486912 486914 487450 484753 486916 486919,7,488550 486912 486914 487450 484753 486916,6,-88.296117600000002,30.387674300000000,2024/06/29 10:43:28.041,2024/06/29 05:43:28.041,SAV
336,86873,A69-1604-28093,NA,2024/06/30 00:04:04.072,5052.909999999999854,5129.039999999999964,-1,9.565899999999999,NA,0.046100000000000,NA,NA,2,486914 484753 487450 486916,4,486914 484753 487450 486916,4,-88.295399500000002,30.387480600000000,2024/06/30 00:04:04.072,2024/06/29 19:04:04.072,SAV
338,87471,A69-1604-28093,NA,2024/06/30 02:46:55.894,4968.800000000000182,5135.329999999999927,-1,11.211499999999999,NA,0.301500000000000,NA,NA,2,486912 488550 486915 484753,4,486912 488550 486915 484753,4,-88.296274600000004,30.387537399999999,2024/06/30 02:46:55.894,2024/06/29 21:46:55.894,SAV
341,87528,A69-1604-28093,NA,2024/06/30 03:01:31.725,4952.949999999999818,5113.989999999999782,-1,11.937799999999999,NA,0.191400000000000,NA,NA,7,486912 486915 487450 486914 486918 486917 486909,7,486912 486915 487450 486914 486918 486917,6,-88.296439500000005,30.387344899999999,2024/06/30 03:01:31.725,2024/06/29 22:01:31.725,SAV
343,92635,A69-1604-28093,NA,2024/07/01 01:01:48.846,4989.390000000000327,5137.770000000000437,-1,6.401900000000000,NA,0.069800000000000,NA,NA,3,488550 486912 486914 486916,4,488550 486912 486914 486916,4,-88.296060299999994,30.387559400000001,2024/07/01 01:01:48.846,2024/06/30 20:01:48.846,SAV
353,93054,A69-1604-28093,NA,2024/07/01 02:28:38.257,4971.090000000000146,5125.409999999999854,-1,10.731100000000000,NA,0.084600000000000,NA,NA,2,486912 488550 486915 486918 486917,5,488550 486915 486918 486917,4,-88.296250799999996,30.387447900000002,2024/07/01 02:28:38.257,2024/06/30 21:28:38.257,SAV
354,93178,A69-1604-28093,NA,2024/07/01 02:54:05.165,4943.869999999999891,5094.000000000000000,-1,6.340600000000000,NA,0.487700000000000,NA,NA,8,486915 486912 487450 488550 486918 486917 486914 484753 486916,9,486915 486912 487450 488550 486918 486917,6,-88.296533999999994,30.387164599999998,2024/07/01 02:54:05.165,2024/06/30 21:54:05.165,SAV
362,93390,A69-1604-28093,NA,2024/07/01 03:38:01.416,4957.869999999999891,5100.029999999999745,-1,6.962200000000000,NA,0.215700000000000,NA,NA,4,486912 486915 488550 486918 486917,5,486912 486915 488550 486918 486917,5,-88.296388300000004,30.387219000000002,2024/07/01 03:38:01.416,2024/06/30 22:38:01.416,SAV
363,93458,A69-1604-28093,NA,2024/07/01 03:52:12.492,4963.439999999999600,5125.779999999999745,-1,6.420000000000000,NA,0.282400000000000,NA,NA,8,486912 488550 486915 487450 486914 484753 486917 486909,8,488550 486915 487450 486914 484753,5,-88.296330400000002,30.387451299999999,2024/07/01 03:52:12.492,2024/06/30 22:52:12.492,SAV
364,93470,A69-1604-28093,NA,2024/07/01 03:54:27.531,4971.500000000000000,5117.039999999999964,-1,4.623600000000000,NA,0.156200000000000,NA,NA,8,486912 488550 487450 486915 486914 484753 486918 486917 486909,9,488550 487450 486915 486914 484753,5,-88.296246499999995,30.387372500000001,2024/07/01 03:54:27.531,2024/06/30 22:54:27.531,SAV
365,93480,A69-1604-28093,NA,2024/07/01 03:56:53.799,4979.310000000000400,5126.859999999999673,-1,8.445800000000000,NA,0.023300000000000,NA,NA,2,486912 488550 486914 486915,4,486912 488550 486914 486915,4,-88.296165299999998,30.387460999999998,2024/07/01 03:56:53.799,2024/06/30 22:56:53.799,SAV
366,93495,A69-1604-28093,NA,2024/07/01 03:59:42.788,4987.060000000000400,5130.680000000000291,-1,2.872900000000000,NA,0.213900000000000,NA,NA,14,486912 488550 487450 486914 486915 484753,6,486912 488550 487450 486914 486915 484753,6,-88.296084600000000,30.387495399999999,2024/07/01 03:59:42.788,2024/06/30 22:59:42.788,SAV
367,93533,A69-1604-28093,NA,2024/07/01 04:08:39.544,4980.789999999999964,5138.479999999999563,-1,4.823500000000000,NA,0.168400000000000,NA,NA,13,486912 488550 487450 486914 486915 484753 486918 486916,8,486912 488550 487450 486914 486915 484753,6,-88.296149900000003,30.387565800000001,2024/07/01 04:08:39.544,2024/06/30 23:08:39.544,SAV
369,93606,A69-1604-28093,NA,2024/07/01 04:24:42.201,4963.739999999999782,5128.460000000000036,-1,6.776200000000000,NA,0.271300000000000,NA,NA,9,486912 488550 487450 486915 486914 484753 486916 486917 486909 486919,10,486912 488550 487450 486915 486914 484753,6,-88.296327300000002,30.387475400000000,2024/07/01 04:24:42.201,2024/06/30 23:24:42.201,SAV
372,93785,A69-1604-28093,NA,2024/07/01 05:00:19.632,4960.239999999999782,5127.979999999999563,-1,12.090000000000000,NA,0.178500000000000,NA,NA,6,486912 486915 487450 486914 484753 486918 486916 486909 486919,9,486915 487450 486914 484753 486918,5,-88.296363700000001,30.387471099999999,2024/07/01 05:00:19.632,2024/07/01 00:00:19.632,SAV
373,93806,A69-1604-28093,NA,2024/07/01 05:05:26.246,4931.239999999999782,5110.390000000000327,-1,14.113799999999999,NA,0.433600000000000,NA,NA,6,486912 486915 488550 486918 486917 486914 486909,7,486912 486915 488550 486918 486917 486914,6,-88.296665399999995,30.387312399999999,2024/07/01 05:05:26.246,2024/07/01 00:05:26.246,SAV
