X.1,SIndex,FullId,Station,Time,X,Y,Z,HPE,HPEm,RMSE,SensorValu,SensorUnit,nBasic,RxDetected,nRxDetecte,RxUsed,nRxUsed,Longitude,Latitude,DateTime,DateTimeLo,habitat
1282,194695,A69-1604-28093,NA,2024/07/19 08:26:03.041,4946.149999999999636,5125.979999999999563,-1,13.186900000000000,NA,0.259900000000000,NA,NA,11,486915 487450 486914 484753 486909 486919,6,486915 487450 486914 484753 486909 486919,6,-88.296510299999994,30.387453000000001,2024/07/19 08:26:03.041,2024/07/19 03:26:03.041,SAV
1289,194932,A69-1604-28093,NA,2024/07/19 09:24:37.030,4930.149999999999636,5114.909999999999854,-1,11.777900000000001,NA,0.418200000000000,NA,NA,5,486912 486915 488550 487450 486918 486917 484753 486916 486909 486919,10,486912 486915 488550 487450 486918 486917,6,-88.296676800000000,30.387353200000000,2024/07/19 09:24:37.030,2024/07/19 04:24:37.030,SAV
1292,203189,A69-1604-28093,NA,2024/07/21 05:10:42.770,4962.359999999999673,5108.350000000000364,-1,7.950700000000000,NA,0.231100000000000,NA,NA,7,486912 486915 487450 486914 486918 486917 486909,7,486912 486915 487450 486914 486918 486917,6,-88.296341600000005,30.387294000000001,2024/07/21 05:10:42.770,2024/07/21 00:10:42.770,SAV
1293,203218,A69-1604-28093,NA,2024/07/21 05:19:13.466,4944.579999999999927,5098.039999999999964,-1,9.343700000000000,NA,0.270500000000000,NA,NA,11,486912 486915 487450 486918 486917 486909,6,486912 486915 487450 486918 486917 486909,6,-88.296526600000007,30.387201099999999,2024/07/21 05:19:13.466,2024/07/21 00:19:13.466,SAV
1296,203269,A69-1604-28093,NA,2024/07/21 05:29:33.787,4958.800000000000182,5107.090000000000146,-1,12.512300000000000,NA,0.205900000000000,NA,NA,6,486912 486915 487450 486918 484753 486917 486916 486909,8,486912 486915 487450 486918 484753 486917,6,-88.296378700000005,30.387282700000000,2024/07/21 05:29:33.787,2024/07/21 00:29:33.787,SAV
1299,203316,A69-1604-28093,NA,2024/07/21 05:42:45.341,4952.979999999999563,5099.750000000000000,-1,7.943200000000000,NA,0.180900000000000,NA,NA,7,486912 486915 487450 486918 486917,5,486912 486915 487450 486918 486917,5,-88.296439199999995,30.387216500000001,2024/07/21 05:42:45.341,2024/07/21 00:42:45.341,SAV
1301,203358,A69-1604-28093,NA,2024/07/21 05:52:45.865,4966.310000000000400,5101.810000000000400,-1,3.556200000000000,NA,0.208600000000000,NA,NA,10,486912 486915 487450 488550 486918 486914 484753 486917 486916 486909 486919,11,486912 486915 487450 488550 486918 486914,6,-88.296300599999995,30.387235000000000,2024/07/21 05:52:45.865,2024/07/21 00:52:45.865,SAV
1302,203366,A69-1604-28093,NA,2024/07/21 05:55:22.442,4964.520000000000437,5101.979999999999563,-1,5.185400000000000,NA,0.535600000000000,NA,NA,8,486912 486915 487450 486918 486914 484753 486917 486916 486909,9,486912 486915 487450 486918 486914 484753,6,-88.296319100000005,30.387236600000001,2024/07/21 05:55:22.442,2024/07/21 00:55:22.442,SAV
1306,203523,A69-1604-28093,NA,2024/07/21 06:33:09.568,4964.960000000000036,5108.810000000000400,-1,8.093000000000000,NA,0.942300000000000,NA,NA,6,486912 486915 487450 486914 486918 484753 486916 486917 486909 486919,10,486915 487450 486914 486918 484753,5,-88.296314499999994,30.387298200000000,2024/07/21 06:33:09.568,2024/07/21 01:33:09.568,SAV
1307,203528,A69-1604-28093,NA,2024/07/21 06:35:15.492,4969.380000000000109,5114.920000000000073,-1,4.816500000000000,NA,0.090200000000000,NA,NA,8,486912 488550 487450 486915 486914 486918 484753 486916 486917,9,488550 487450 486915 486914 486918,5,-88.296268600000005,30.387353300000001,2024/07/21 06:35:15.492,2024/07/21 01:35:15.492,SAV
1308,203536,A69-1604-28093,NA,2024/07/21 06:37:23.768,4984.069999999999709,5121.359999999999673,-1,2.450300000000000,NA,0.212600000000000,NA,NA,14,486912 488550 487450 486914 486915 484753 486918 486916 486917 486909 486919,11,486912 488550 487450 486914 486915 484753,6,-88.296115700000001,30.387411400000001,2024/07/21 06:37:23.768,2024/07/21 01:37:23.768,SAV
1309,203548,A69-1604-28093,NA,2024/07/21 06:39:36.725,4994.630000000000109,5130.239999999999782,-1,2.197800000000000,NA,0.096700000000000,NA,NA,14,488550 486912 487450 486914 484753 486915 486916 486918 486909 486917,10,488550 486912 487450 486914 484753 486915,6,-88.296005899999997,30.387491499999999,2024/07/21 06:39:36.725,2024/07/21 01:39:36.725,SAV
1310,203560,A69-1604-28093,NA,2024/07/21 06:41:59.013,4992.890000000000327,5141.550000000000182,-1,7.722200000000000,NA,0.168600000000000,NA,NA,11,486912 486914 487450 484753 486916 486909,6,486912 486914 487450 484753 486916 486909,6,-88.296023899999994,30.387593500000001,2024/07/21 06:41:59.013,2024/07/21 01:41:59.013,SAV
1311,203567,A69-1604-28093,NA,2024/07/21 06:44:39.787,4993.100000000000364,5151.470000000000255,-1,9.773500000000000,NA,0.248900000000000,NA,NA,6,488550 486912 487450 486915 486918 486917,6,488550 486912 487450 486915 486918 486917,6,-88.296021800000005,30.387682999999999,2024/07/21 06:44:39.787,2024/07/21 01:44:39.787,SAV
1314,203812,A69-1604-28093,NA,2024/07/21 07:42:57.299,5018.210000000000036,5159.859999999999673,-1,12.275800000000000,NA,0.337300000000000,NA,NA,4,488550 486914 487450 484753 486918,5,488550 486914 487450 484753 486918,5,-88.295760599999994,30.387758699999999,2024/07/21 07:42:57.299,2024/07/21 02:42:57.299,SAV
1316,209039,A69-1604-28093,NA,2024/07/22 06:34:00.146,4981.670000000000073,5113.409999999999854,-1,3.318500000000000,NA,0.296300000000000,NA,NA,10,486912 487450 488550 486915 486914 486918 486916 486909,8,486912 487450 488550 486915 486914 486918,6,-88.296140699999995,30.387339600000001,2024/07/22 06:34:00.146,2024/07/22 01:34:00.146,SAV
1317,209062,A69-1604-28093,NA,2024/07/22 06:39:19.354,5009.430000000000291,5139.569999999999709,-1,2.598300000000000,NA,0.184500000000000,NA,NA,14,488550 486914 486912 487450 484753 486916 486918 486909,8,488550 486914 486912 487450 484753 486916,6,-88.295851799999994,30.387575600000002,2024/07/22 06:39:19.354,2024/07/22 01:39:19.354,SAV
1321,209139,A69-1604-28093,NA,2024/07/22 06:56:28.448,5020.239999999999782,5150.210000000000036,-1,6.514800000000000,NA,0.478500000000000,NA,NA,6,488550 486914 486912 487450 484753 486916,6,488550 486914 486912 487450 484753 486916,6,-88.295739400000002,30.387671699999999,2024/07/22 06:56:28.448,2024/07/22 01:56:28.448,SAV
1322,209150,A69-1604-28093,NA,2024/07/22 06:59:15.323,5016.850000000000364,5144.140000000000327,-1,4.142600000000000,NA,0.927800000000000,NA,NA,8,488550 486914 486912 487450 484753 486916 486919,7,488550 486914 486912 487450 484753 486916,6,-88.295774699999996,30.387616800000000,2024/07/22 06:59:15.323,2024/07/22 01:59:15.323,SAV
1323,209162,A69-1604-28093,NA,2024/07/22 07:01:45.577,5023.649999999999636,5148.359999999999673,-1,6.869800000000000,NA,0.702100000000000,NA,NA,4,488550 486914 486912 487450 486916,5,488550 486914 486912 487450 486916,5,-88.295703900000007,30.387654999999999,2024/07/22 07:01:45.577,2024/07/22 02:01:45.577,SAV
1324,209177,A69-1604-28093,NA,2024/07/22 07:04:42.274,5017.899999999999636,5141.779999999999745,-1,2.927700000000000,NA,0.395300000000000,NA,NA,13,488550 486914 486912 487450 484753 486916 486919,7,488550 486914 486912 487450 484753 486916,6,-88.295763800000003,30.387595600000001,2024/07/22 07:04:42.274,2024/07/22 02:04:42.274,SAV
1325,209193,A69-1604-28093,NA,2024/07/22 07:07:31.975,5020.859999999999673,5143.409999999999854,-1,3.448300000000000,NA,0.198100000000000,NA,NA,11,488550 486914 486912 487450 484753 486916 486915 486918,8,488550 486914 486912 487450 484753 486916,6,-88.295732999999998,30.387610200000001,2024/07/22 07:07:31.975,2024/07/22 02:07:31.975,SAV
1328,209695,A69-1604-28093,NA,2024/07/22 08:58:19.046,4989.229999999999563,5123.130000000000109,-1,2.218900000000000,NA,0.446500000000000,NA,NA,14,486912 488550 487450 486914 486915 484753,6,486912 488550 487450 486914 486915 484753,6,-88.296062100000000,30.387427299999999,2024/07/22 08:58:19.046,2024/07/22 03:58:19.046,SAV
1331,209729,A69-1604-28093,NA,2024/07/22 09:05:23.358,5007.319999999999709,5123.039999999999964,-1,2.566700000000000,NA,0.243800000000000,NA,NA,11,488550 486912 487450 486915 486918 486919 486917,7,488550 486912 487450 486915 486918 486919,6,-88.295873799999995,30.387426500000000,2024/07/22 09:05:23.358,2024/07/22 04:05:23.358,SAV
1333,209792,A69-1604-28093,NA,2024/07/22 09:18:23.238,4975.739999999999782,5131.869999999999891,-1,5.016700000000000,NA,0.279400000000000,NA,NA,12,486912 488550 486914 486915 484753 486916,6,486912 488550 486914 486915 484753 486916,6,-88.296202500000007,30.387506200000001,2024/07/22 09:18:23.238,2024/07/22 04:18:23.238,SAV
1334,209807,A69-1604-28093,NA,2024/07/22 09:20:34.772,4960.689999999999600,5127.130000000000109,-1,7.235900000000000,NA,0.267800000000000,NA,NA,10,486912 488550 486915 486914 484753 486918 486917,7,488550 486915 486914 484753 486918,5,-88.296358999999995,30.387463400000001,2024/07/22 09:20:34.772,2024/07/22 04:20:34.772,SAV
1481,224807,A69-1604-28093,NA,2024/07/25 01:46:42.681,4977.600000000000364,5135.859999999999673,-1,14.952600000000000,NA,0.000000000000000,NA,NA,1,486912 488550 487450,3,486912 488550 487450,3,-88.296182999999999,30.387542199999999,2024/07/25 01:46:42.681,2024/07/24 20:46:42.681,SAV
1552,265102,A69-1604-28093,NA,2024/08/01 02:25:39.999,5001.840000000000146,5124.670000000000073,-1,3.232000000000000,NA,0.231200000000000,NA,NA,5,488550 486912 487450 486915 486909,5,488550 486912 487450 486915 486909,5,-88.295930900000002,30.387441299999999,2024/08/01 02:25:39.999,2024/07/31 21:25:39.999,SAV
1553,265126,A69-1604-28093,NA,2024/08/01 02:30:13.864,5012.640000000000327,5142.789999999999964,-1,2.869100000000000,NA,0.326900000000000,NA,NA,14,488550 486914 486912 487450 484753 486916 486915 486918,8,488550 486914 486912 487450 484753 486916,6,-88.295818400000002,30.387604700000001,2024/08/01 02:30:13.864,2024/07/31 21:30:13.864,SAV
1557,265331,A69-1604-28093,NA,2024/08/01 03:11:27.056,5025.609999999999673,5149.909999999999854,-1,5.173100000000000,NA,0.236200000000000,NA,NA,10,488550 486914 486912 487450 484753 486918 486917,7,488550 486914 486912 487450 484753 486918,6,-88.295683499999996,30.387668900000001,2024/08/01 03:11:27.056,2024/07/31 22:11:27.056,SAV
1558,265347,A69-1604-28093,NA,2024/08/01 03:14:20.725,5019.539999999999964,5143.619999999999891,-1,5.993100000000000,NA,0.915600000000000,NA,NA,11,488550 486912 487450 484753 486918 486909,6,488550 486912 487450 484753 486918 486909,6,-88.295746699999995,30.387612200000000,2024/08/01 03:14:20.725,2024/07/31 22:14:20.725,SAV
1559,265398,A69-1604-28093,NA,2024/08/01 03:24:39.316,5021.439999999999600,5135.779999999999745,-1,2.496700000000000,NA,0.344000000000000,NA,NA,13,486914 488550 487450 486912 484753 486916 486918 486909,8,486914 488550 487450 486912 484753 486916,6,-88.295726900000005,30.387541500000001,2024/08/01 03:24:39.316,2024/07/31 22:24:39.316,SAV
1560,265424,A69-1604-28093,NA,2024/08/01 03:29:59.260,5007.619999999999891,5136.279999999999745,-1,2.248400000000000,NA,0.434700000000000,NA,NA,15,488550 486914 486912 487450 484753 486916 486918 486909,8,488550 486914 486912 487450 484753 486916,6,-88.295870699999995,30.387545899999999,2024/08/01 03:29:59.260,2024/07/31 22:29:59.260,SAV
1561,265439,A69-1604-28093,NA,2024/08/01 03:32:59.914,5018.470000000000255,5142.189999999999600,-1,3.000000000000000,NA,0.164600000000000,NA,NA,13,488550 486914 486912 487450 484753 486916 486918 486919 486909,9,488550 486914 486912 487450 484753 486916,6,-88.295757899999998,30.387599300000002,2024/08/01 03:32:59.914,2024/07/31 22:32:59.914,SAV
1562,265468,A69-1604-28093,NA,2024/08/01 03:38:49.385,5022.289999999999964,5147.319999999999709,-1,4.384100000000000,NA,0.246500000000000,NA,NA,10,488550 486914 487450 484753 486916 486918 486909,7,488550 486914 487450 484753 486916 486918,6,-88.295718100000002,30.387645599999999,2024/08/01 03:38:49.385,2024/07/31 22:38:49.385,SAV
1563,265487,A69-1604-28093,NA,2024/08/01 03:43:45.447,5020.020000000000437,5140.989999999999782,-1,2.936900000000000,NA,0.152700000000000,NA,NA,13,488550 486914 486912 487450 484753 486916 486915 486918 486909 486917,10,488550 486914 486912 487450 484753 486916,6,-88.295741699999994,30.387588500000000,2024/08/01 03:43:45.447,2024/07/31 22:43:45.447,SAV
1564,265500,A69-1604-28093,NA,2024/08/01 03:46:14.307,5018.340000000000146,5143.609999999999673,-1,3.642600000000000,NA,0.173200000000000,NA,NA,11,488550 486914 486912 487450 484753 486916 486915 486918 486909 486917,10,488550 486914 486912 487450 484753 486916,6,-88.295759099999998,30.387612099999998,2024/08/01 03:46:14.307,2024/07/31 22:46:14.307,SAV
1565,265514,A69-1604-28093,NA,2024/08/01 03:49:08.420,5029.210000000000036,5145.189999999999600,-1,4.562900000000000,NA,0.404300000000000,NA,NA,9,486914 488550 484753 487450 486912 486916 486909,7,486914 488550 484753 487450 486912 486916,6,-88.295646099999999,30.387626399999998,2024/08/01 03:49:08.420,2024/07/31 22:49:08.420,SAV
1566,265556,A69-1604-28093,NA,2024/08/01 03:57:05.890,5030.340000000000146,5150.750000000000000,-1,6.891200000000000,NA,0.170800000000000,NA,NA,8,486914 488550 484753 487450 486912 486916 486915 486918 486919 486909,10,486914 488550 484753 487450 486912 486916,6,-88.295634300000003,30.387676500000001,2024/08/01 03:57:05.890,2024/07/31 22:57:05.890,SAV
1567,265583,A69-1604-28093,NA,2024/08/01 04:02:35.694,5027.010000000000218,5139.579999999999927,-1,3.369500000000000,NA,0.573700000000000,NA,NA,11,486914 488550 487450 484753 486912 486916 486918 486909,8,486914 488550 487450 484753 486912 486916,6,-88.295669000000004,30.387575800000000,2024/08/01 04:02:35.694,2024/07/31 23:02:35.694,SAV
1568,265595,A69-1604-28093,NA,2024/08/01 04:05:29.362,5023.449999999999818,5136.569999999999709,-1,2.621800000000000,NA,0.240700000000000,NA,NA,13,486914 488550 487450 486912 484753 486916 486915 486918 486909 486917,10,486914 488550 487450 486912 484753 486916,6,-88.295705999999996,30.387548599999999,2024/08/01 04:05:29.362,2024/07/31 23:05:29.362,SAV
1569,265618,A69-1604-28093,NA,2024/08/01 04:10:37.110,5023.699999999999818,5146.109999999999673,-1,4.231100000000000,NA,0.196300000000000,NA,NA,11,488550 486914 486912 487450 484753 486916 486915 486918 486909 486917,10,488550 486914 486912 487450 484753 486916,6,-88.295703399999994,30.387634599999998,2024/08/01 04:10:37.110,2024/07/31 23:10:37.110,SAV
1570,265629,A69-1604-28093,NA,2024/08/01 04:13:21.435,5028.189999999999600,5136.359999999999673,-1,3.010100000000000,NA,0.427800000000000,NA,NA,11,486914 488550 487450 484753 486912 486916 486918 486919 486909,9,486914 488550 487450 484753 486912 486916,6,-88.295656699999995,30.387546700000001,2024/08/01 04:13:21.435,2024/07/31 23:13:21.435,SAV
1571,265642,A69-1604-28093,NA,2024/08/01 04:15:46.314,5022.920000000000073,5143.550000000000182,-1,3.637800000000000,NA,0.146100000000000,NA,NA,11,488550 486914 486912 487450 484753 486916 486915 486918 486919 486909 486917,11,488550 486914 486912 487450 484753 486916,6,-88.295711499999996,30.387611499999998,2024/08/01 04:15:46.314,2024/07/31 23:15:46.314,SAV
1572,265653,A69-1604-28093,NA,2024/08/01 04:18:32.480,5024.100000000000364,5142.170000000000073,-1,3.494400000000000,NA,0.184200000000000,NA,NA,11,486914 488550 487450 486912 484753 486916 486915 486918 486909 486917,10,486914 488550 487450 486912 484753 486916,6,-88.295699299999995,30.387599099999999,2024/08/01 04:18:32.480,2024/07/31 23:18:32.480,SAV
1573,265660,A69-1604-28093,NA,2024/08/01 04:21:01.103,5034.850000000000364,5142.119999999999891,-1,4.514000000000000,NA,0.155400000000000,NA,NA,9,486914 488550 484753 487450 486912 486916 486915 486918 486919 486909 486917,11,486914 488550 484753 487450 486912 486916,6,-88.295587400000002,30.387598600000000,2024/08/01 04:21:01.103,2024/07/31 23:21:01.103,SAV
1574,265674,A69-1604-28093,NA,2024/08/01 04:23:54.772,5037.770000000000437,5138.890000000000327,-1,5.224500000000000,NA,0.190800000000000,NA,NA,8,486914 488550 484753 487450 486912 486916 486919 486918 486909 486917,10,486914 488550 484753 487450 486912 486916,6,-88.295557000000002,30.387569599999999,2024/08/01 04:23:54.772,2024/07/31 23:23:54.772,SAV
1575,265683,A69-1604-28093,NA,2024/08/01 04:26:38.370,5026.989999999999782,5141.000000000000000,-1,3.515400000000000,NA,0.180200000000000,NA,NA,11,486914 488550 487450 484753 486912 486916 486909,7,486914 488550 487450 484753 486912 486916,6,-88.295669200000006,30.387588600000001,2024/08/01 04:26:38.370,2024/07/31 23:26:38.370,SAV
1577,265714,A69-1604-28093,NA,2024/08/01 04:34:08.460,5032.890000000000327,5134.579999999999927,-1,2.884600000000000,NA,0.282400000000000,NA,NA,13,486914 488550 484753 487450 486912 486918 486915 486909 486917,9,486914 488550 484753 487450 486912 486918,6,-88.295607799999999,30.387530600000002,2024/08/01 04:34:08.460,2024/07/31 23:34:08.460,SAV
1578,265724,A69-1604-28093,NA,2024/08/01 04:36:51.352,5024.239999999999782,5136.149999999999636,-1,6.673600000000000,NA,0.000000000000000,NA,NA,1,486914 488550 486912,3,486914 488550 486912,3,-88.295697799999999,30.387544800000001,2024/08/01 04:36:51.352,2024/07/31 23:36:51.352,SAV
1579,265742,A69-1604-28093,NA,2024/08/01 04:41:53.976,5036.739999999999782,5135.369999999999891,-1,3.272400000000000,NA,0.459300000000000,NA,NA,11,486914 488550 484753 487450 486912 486916 486918 486919 486909,9,486914 488550 484753 487450 486912 486916,6,-88.295567800000001,30.387537800000000,2024/08/01 04:41:53.976,2024/07/31 23:41:53.976,SAV
1580,265751,A69-1604-28093,NA,2024/08/01 04:44:11.374,5026.409999999999854,5136.199999999999818,-1,2.911200000000000,NA,0.352700000000000,NA,NA,11,486914 488550 487450 484753 486912 486916 486918 486919 486909,9,486914 488550 487450 484753 486912 486916,6,-88.295675200000005,30.387545200000002,2024/08/01 04:44:11.374,2024/07/31 23:44:11.374,SAV
1581,265760,A69-1604-28093,NA,2024/08/01 04:46:42.337,5031.829999999999927,5135.600000000000364,-1,12.689700000000000,NA,0.258200000000000,NA,NA,7,486914 484753 487450 486916 486918 486909,6,486914 484753 487450 486916 486918 486909,6,-88.295618899999994,30.387539900000000,2024/08/01 04:46:42.337,2024/07/31 23:46:42.337,SAV
1583,265783,A69-1604-28093,NA,2024/08/01 04:52:33.883,5034.710000000000036,5139.720000000000255,-1,3.993800000000000,NA,0.547300000000000,NA,NA,9,486914 488550 484753 487450 486912 486916 486918 486919 486909 486917,10,486914 488550 484753 487450 486912 486916,6,-88.295588800000004,30.387577000000000,2024/08/01 04:52:33.883,2024/07/31 23:52:33.883,SAV
1584,265796,A69-1604-28093,NA,2024/08/01 04:55:16.786,5025.750000000000000,5138.539999999999964,-1,3.142700000000000,NA,0.444500000000000,NA,NA,11,486914 488550 487450 484753 486912 486916 486918 486919 486909,9,486914 488550 487450 484753 486912 486916,6,-88.295682099999993,30.387566400000001,2024/08/01 04:55:16.786,2024/07/31 23:55:16.786,SAV
1585,265805,A69-1604-28093,NA,2024/08/01 04:57:38.853,5023.159999999999854,5136.729999999999563,-1,2.867800000000000,NA,0.103900000000000,NA,NA,10,486914 488550 487450 484753 486916 486918 486909,7,486914 488550 487450 484753 486916 486918,6,-88.295709000000002,30.387550000000001,2024/08/01 04:57:38.853,2024/07/31 23:57:38.853,SAV
1586,265817,A69-1604-28093,NA,2024/08/01 05:00:19.180,5025.989999999999782,5145.189999999999600,-1,3.662600000000000,NA,0.195000000000000,NA,NA,12,486914 488550 487450 486912 484753 486915 486918 486909,8,486914 488550 487450 486912 484753 486915,6,-88.295679500000006,30.387626300000001,2024/08/01 05:00:19.180,2024/08/01 00:00:19.180,SAV
1590,266010,A69-1604-28093,NA,2024/08/01 05:47:25.777,4993.380000000000109,5138.859999999999673,-1,3.325300000000000,NA,0.169600000000000,NA,NA,15,488550 486912 486914 487450 484753 486916 486918,7,488550 486912 486914 487450 484753 486916,6,-88.296018900000007,30.387569299999999,2024/08/01 05:47:25.777,2024/08/01 00:47:25.777,SAV
1599,266403,A69-1604-28093,NA,2024/08/01 07:12:30.917,4957.109999999999673,5126.970000000000255,-1,12.652200000000001,NA,0.131900000000000,NA,NA,6,486912 486915 487450 486914 484753 486918 486917 486909 486919,9,486915 487450 486914 484753 486918,5,-88.296396200000004,30.387461999999999,2024/08/01 07:12:30.917,2024/08/01 02:12:30.917,SAV
1635,270459,A69-1604-28093,NA,2024/08/02 00:46:42.841,5022.300000000000182,5133.140000000000327,-1,3.684500000000000,NA,0.229900000000000,NA,NA,5,486914 488550 487450 484753 486916,5,486914 488550 487450 484753 486916,5,-88.295717900000000,30.387517599999999,2024/08/02 00:46:42.841,2024/08/01 19:46:42.841,SAV
1637,270755,A69-1604-28093,NA,2024/08/02 01:46:39.199,4965.199999999999818,5104.329999999999927,-1,7.900700000000000,NA,0.154600000000000,NA,NA,6,486912 486915 487450 486918 484753 486917 486916 486909,8,486912 486915 487450 486918 484753 486917,6,-88.296312099999994,30.387257800000000,2024/08/02 01:46:39.199,2024/08/01 20:46:39.199,SAV
1638,270767,A69-1604-28093,NA,2024/08/02 01:49:02.698,4947.779999999999745,5092.359999999999673,-1,6.800200000000000,NA,0.027100000000000,NA,NA,11,486915 486912 487450 486918 486917 486909 486916,7,486915 486912 487450 486918 486917 486909,6,-88.296493400000003,30.387149800000000,2024/08/02 01:49:02.698,2024/08/01 20:49:02.698,SAV
1697,271673,A69-1604-28093,NA,2024/08/02 04:59:33.014,5000.640000000000327,5121.369999999999891,-1,1.965400000000000,NA,0.256100000000000,NA,NA,15,486912 488550 487450 486914 484753 486915 486916 486918 486909,9,486912 488550 487450 486914 484753 486915,6,-88.295943300000005,30.387411499999999,2024/08/02 04:59:33.014,2024/08/01 23:59:33.014,SAV
1698,271682,A69-1604-28093,NA,2024/08/02 05:02:16.371,4988.239999999999782,5117.550000000000182,-1,6.200600000000000,NA,0.143800000000000,NA,NA,3,488550 486915 486909 486917,4,488550 486915 486909 486917,4,-88.296072400000000,30.387377099999998,2024/08/02 05:02:16.371,2024/08/02 00:02:16.371,SAV
1712,271958,A69-1604-28093,NA,2024/08/02 06:06:23.193,4997.159999999999854,5128.010000000000218,-1,2.161700000000000,NA,0.157500000000000,NA,NA,15,488550 486912 487450 486914 484753 486916 486918 486919 486909 486917,10,488550 486912 487450 486914 484753 486916,6,-88.295979500000001,30.387471399999999,2024/08/02 06:06:23.193,2024/08/02 01:06:23.193,SAV
1715,272035,A69-1604-28093,NA,2024/08/02 06:27:00.451,4986.590000000000146,5114.750000000000000,-1,2.546100000000000,NA,0.296300000000000,NA,NA,15,486912 488550 486914 486915 484753 486918 486916 486909 486917,9,486912 488550 486914 486915 484753 486918,6,-88.296089499999994,30.387351700000000,2024/08/02 06:27:00.451,2024/08/02 01:27:00.451,SAV
1716,272071,A69-1604-28093,NA,2024/08/02 06:35:56.682,5003.430000000000291,5135.970000000000255,-1,2.185200000000000,NA,0.204700000000000,NA,NA,14,488550 486912 486914 487450 484753 486915 486916 486918 486919 486909 486917,11,488550 486912 486914 487450 484753 486915,6,-88.295914300000007,30.387543200000000,2024/08/02 06:35:56.682,2024/08/02 01:35:56.682,SAV
1717,272094,A69-1604-28093,NA,2024/08/02 06:41:17.097,4998.430000000000291,5133.810000000000400,-1,2.257700000000000,NA,0.237600000000000,NA,NA,14,488550 486912 486914 487450 484753 486915 486916 486918 486919 486909 486917,11,488550 486912 486914 487450 484753 486915,6,-88.295966300000003,30.387523699999999,2024/08/02 06:41:17.097,2024/08/02 01:41:17.097,SAV
1718,272109,A69-1604-28093,NA,2024/08/02 06:44:17.988,4999.949999999999818,5119.539999999999964,-1,1.965900000000000,NA,0.227700000000000,NA,NA,15,486912 488550 487450 486914 484753 486915 486916 486918 486917,9,486912 488550 487450 486914 484753 486915,6,-88.295950500000004,30.387394900000000,2024/08/02 06:44:17.988,2024/08/02 01:44:17.988,SAV
1720,272171,A69-1604-28093,NA,2024/08/02 07:00:10.781,4960.869999999999891,5098.819999999999709,-1,4.709500000000000,NA,0.029400000000000,NA,NA,8,486912 486915 486918 486914 486917 486909,6,486912 486915 486918 486914 486917 486909,6,-88.296357200000003,30.387208099999999,2024/08/02 07:00:10.781,2024/08/02 02:00:10.781,SAV
1722,272195,A69-1604-28093,NA,2024/08/02 07:05:35.887,4991.420000000000073,5122.600000000000364,-1,2.116100000000000,NA,0.223000000000000,NA,NA,14,486912 488550 487450 486914 486915 484753 486918 486916 486909 486917,10,486912 488550 487450 486914 486915 484753,6,-88.296039199999996,30.387422600000001,2024/08/02 07:05:35.887,2024/08/02 02:05:35.887,SAV
1723,272206,A69-1604-28093,NA,2024/08/02 07:08:23.220,5007.520000000000437,5135.640000000000327,-1,2.215400000000000,NA,0.199100000000000,NA,NA,15,488550 486914 486912 487450 484753 486916 486915 486918 486919 486909,10,488550 486914 486912 487450 484753 486916,6,-88.295871800000000,30.387540200000000,2024/08/02 07:08:23.220,2024/08/02 02:08:23.220,SAV
1724,272216,A69-1604-28093,NA,2024/08/02 07:10:54.431,4995.569999999999709,5132.829999999999927,-1,2.355300000000000,NA,0.249900000000000,NA,NA,14,488550 486912 486914 487450 484753 486915 486916 486918 486909,9,488550 486912 486914 487450 484753 486915,6,-88.295996099999996,30.387514899999999,2024/08/02 07:10:54.431,2024/08/02 02:10:54.431,SAV
1727,272260,A69-1604-28093,NA,2024/08/02 07:21:56.553,4978.539999999999964,5119.659999999999854,-1,3.724200000000000,NA,0.216500000000000,NA,NA,12,486912 488550 487450 486915 486914 484753 486918 486916 486917 486909 486919,11,486912 488550 487450 486915 486914 484753,6,-88.296173300000007,30.387395999999999,2024/08/02 07:21:56.553,2024/08/02 02:21:56.553,SAV
1728,272271,A69-1604-28093,NA,2024/08/02 07:24:42.962,4975.869999999999891,5106.880000000000109,-1,3.526900000000000,NA,0.314400000000000,NA,NA,10,486912 487450 486915 488550 486914 486918 484753 486916 486917 486909 486919,11,486912 487450 486915 488550 486914 486918,6,-88.296201100000005,30.387280799999999,2024/08/02 07:24:42.962,2024/08/02 02:24:42.962,SAV
1729,272282,A69-1604-28093,NA,2024/08/02 07:27:12.293,4968.039999999999964,5102.500000000000000,-1,3.399100000000000,NA,0.228600000000000,NA,NA,10,486912 486915 487450 488550 486918 486914 484753 486917 486916 486909,10,486912 486915 487450 488550 486918 486914,6,-88.296282500000004,30.387241299999999,2024/08/02 07:27:12.293,2024/08/02 02:27:12.293,SAV
1730,272292,A69-1604-28093,NA,2024/08/02 07:30:07.136,4967.229999999999563,5101.550000000000182,-1,4.187800000000000,NA,0.104100000000000,NA,NA,9,486912 486915 488550 486918 486914 486917 486909,7,486912 486915 488550 486918 486914 486917,6,-88.296290900000002,30.387232699999998,2024/08/02 07:30:07.136,2024/08/02 02:30:07.136,SAV
1731,272317,A69-1604-28093,NA,2024/08/02 07:35:21.986,4961.529999999999745,5106.090000000000146,-1,4.918000000000000,NA,0.452100000000000,NA,NA,10,486912 486915 487450 488550 486918 486914 484753 486917 486916 486909,10,486912 486915 487450 488550 486918 486914,6,-88.296350300000000,30.387273600000000,2024/08/02 07:35:21.986,2024/08/02 02:35:21.986,SAV
